N° interne,N° SA,SN1/SN2, Famille  de situation,Problématique exemplaire,Urgences-SN1,Ped Ambu,SN2-Gynéco,Titre,Spécialité,5 types d'étapes de raisonnement,2 types d'étapes du raisonnement,Item,RC,Compétences,Compétences certifiées,Notes
23,226,SN1-1,FS09,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,Pôle femme avant SN2,SA6-1 - Risque suicidaire et fugue,Santé publique (Administratif/Social),Ethique-Communication-Relation,Autre,Les valeurs professionnelles du médecin et des autres professions de santé,0,Professionnalisme,['C1NiD3' 'C1NcD1' 'C2NiD2' 'C6NnD1'],
23,227,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,Pôle femme avant SN2,SA9-2  -  HTA chez le sujet âgé,Cardiologie,PEC-ttt,PEC-ttt,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Approche globale, prise en compte de la complexité",,
23,228,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,SA1-1   -   Maladie de Basedow,Endocrinologie,PEC-ttt,PEC-ttt,Hyperthyroïdie,HYPERTHYROÏDIE,"Premier recours, urgences",,
23,229,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,SA2 - Forxiga,Endocrinologie,PEC-ttt,PEC-ttt,Diabète sucré de types 1 et 2 de l'enfant et de l'adulte. Complications,DIABÈTE DE TYPE 2,"Premier recours, urgences",['C2NnD3' 'C6NnD4'],
23,230,SN1-1,FS05,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,Pôle femme avant SN2,SA3 - Amaurose et PMA,Ophtalmologie,PEC-ttt,PEC-ttt,"Assistance médicale à la procréation : principaux aspects biologiques, médicaux et éthiques",OEIL (TROUBLE DE LA VISION),"Approche globale, prise en compte de la complexité",,
23,231,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,SA - Aide au sevrage tabagique,Pneumologie,PEC-ttt,PEC-ttt,Addiction au tabac,TABAGISME,"Premier recours, urgences",['C3NiD1' 'C3NcD2' 'C3NcD1'],
24,232,SN1-1,FS02,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,Pôle femme avant SN2,SA_1.1,Dermatologie,PEC-ttt,PEC-ttt,Zoonoses,MORSURE - GRIFFURE,"Premier recours, urgences",['C5NnD5' 'C4NnD3' 'C6NnD2'],
24,233,SN1-1,FS03,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,Pôle femme avant SN2,SA_1.2,Pédiatrie,PEC-ttt,PEC-ttt,"Détresse et insuffisance respiratoire aigüe du nourrisson, de l'enfant et de l'adulte",BRONCHIOLITE,"Premier recours, urgences",['C1NnD3' 'C4NnD3' 'C4NnD2'],
24,234,SN1-1,FS02,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,SA_1.4,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C3NnD4' 'C5NnD2' 'C6NnD2'],
24,235,SN1-1,FS01,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,Pôle femme avant SN2,SA_6.1,Pneumologie,Diag+PEC,Diag+PEC,Toux chez l'enfant et chez l'adulte (avec le traitement),TOUX,"Premier recours, urgences",['C2NiD3' 'C2NiD2'],
24,236,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Pôle femme avant SN2,SA_1.1x,Gynécologie,Prévention-Education,Autre,"Infections sexuellement transmissibles (IST) : gonococcies, chlamydioses, syphilis, papillomavirus humain (HPV), trichomonose",DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",C3NiD3,
24,237,SN1-1,FS04,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,Pôle femme avant SN2,SA_2.1,Santé publique (Administratif/Social),Administratif-Social,Autre,Prescription et surveillance des psychotropes,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C2NnD3' 'C6NnD4' 'C6NiD3'],
24,238,SN1-1,FS03,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,Pôle femme avant SN2,SA_6.3,Urologie,Diagnostic,Diagnostic,Hématurie,HÉMATURIE,"Premier recours, urgences",['C4NnD1' 'C2NnD1'],
24,239,SN1-1,FS02,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,SA_4.2,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C4NnD1' 'C5NnD3' 'C2NnD1'],
24,240,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,SA_1.10,Gastroentérologie,PEC-ttt,PEC-ttt,Colopathie fonctionnelle,COLOPATHIE FONCTIONNELLE,"Approche globale, prise en compte de la complexité",['C1NnD8' 'C1NiD4' 'C1NiD6'],
24,241,SN1-1,FS08,Procédures médico-administratives,SN1 avant Urgences,non,Pôle femme avant SN2,SA_5.1,Santé publique (Administratif/Social),Administratif-Social,Autre,Organisation du système de soins. Sa régulation. Les indicateurs. Parcours de soins.,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C2NiD3' 'C5NnD3' 'C5NiD4' 'C6NiD2' 'C6NiD3'],
25,242,SN1-1,FS01,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,Consultation de suivi d’une patiente diabétique.,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
25,243,SN1-1,FS02,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,"SA1, Marie GRANGE: toux avec hémoptysie",Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
25,244,SN1-1,FS02,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,SA2: Corticothérapie dans les sinusites aigües,ORL,PEC-ttt,PEC-ttt,Infections naso-sinusiennes de l'adulte et de l'enfant,SINUSITE,"Premier recours, urgences",,
25,245,SN1-1,FS04,Incidents iatrogènes nouvellement rencontrés,SN1 avant Urgences,non,SN2 avant Pôle femme,Malaises vagaux et vaccination par GARDASIL.,Infectiologie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
25,246,SN1-1,FS01,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,SN2 avant Pôle femme,Test au monofilament chez le patient diabétique,Endocrinologie,Prévention-Education,Autre,Diabète sucré de types 1 et 2 de l'enfant et de l'adulte. Complications,DIABÈTE DE TYPE 2,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
25,247,SN1-1,FS11,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,SN2 avant Pôle femme,Communication malgré la barrière de la langue.,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
25,248,SN1-1,FS05,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,SN1 avant Urgences,non,SN2 avant Pôle femme,Suivi gynécologique d'une adolescente de 16 ans.,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
25,249,SN1-1,FS11,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,Rattrapage vaccinal chez un adolescent immigré,Infectiologie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
25,250,SN1-1,FS08,Procédures médico-administratives,SN1 avant Urgences,non,SN2 avant Pôle femme,Rédaction d’un certificat initial d'un adolescent.,Santé publique (Administratif/Social),Administratif-Social,Autre,Certificats médicaux. Décès et législation,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",,
25,251,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,SN2 avant Pôle femme,prophylaxie en vitamine D chez l’adulte.,Rhumatologie,Prévention-Education,Autre,Ostéopathies fragilisantes,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
26,252,SN1-1,FS01,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,Pôle femme avant SN2,infiltration articulaire,Rhumatologie,PEC-ttt,PEC-ttt,Arthrose,ARTHROSE,"Premier recours, urgences",,
26,253,SN1-1,FS02,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,Pôle femme avant SN2,L'épaule,Rhumatologie,Diagnostic,Diagnostic,"Lésions péri-articulaires et ligamentaires du genou, de la cheville et de l'épaule",ÉPAULE (TÉNOSYNOVITE),"Premier recours, urgences",['C2NnD3' 'C6NiD3'],
26,254,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,Urgences avant SN1,non,Pôle femme avant SN2,lepticur et personne âgée,Neurologie,PEC-ttt,PEC-ttt,Mouvements anormaux,TREMBLEMENT,"Approche globale, prise en compte de la complexité",['C2NnD3' 'C5NiD2' 'C6NnD2' 'C6NiD3' 'C2NnD1'],
26,255,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,Aspirine en prévention primaire,Cardiologie,Prévention-Education,Autre,Facteurs de risque cardio-vasculaire et prévention,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NnD5' 'C1NnD7' 'C1NiD2' 'C5NnD6'],
26,256,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,ajustement traitement diabète oral,Endocrinologie,PEC-ttt,PEC-ttt,Diabète sucré de types 1 et 2 de l'enfant et de l'adulte. Complications,DIABÈTE DE TYPE 2,"Premier recours, urgences",['C1NnD7' 'C5NiD1' 'C2NID1' 'C6NnD3'],
26,257,SN1-1,FS04,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,Pôle femme avant SN2,diversification alimentaire,Pédiatrie,Prévention-Education,Autre,Alimentation et besoins nutritionnels du nourrisson et de l'enfant,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NnD1' 'C6NnD2'],
26,258,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,Pôle femme avant SN2,Mauvaise humeur,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",['C1NnD4' 'C1NiD5'],
26,259,SN1-1,FS09,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,non,Pôle femme avant SN2,Constipation,Gastroentérologie,PEC-ttt,PEC-ttt,Constipation chez l'enfant et l'adulte (avec le traitement),CONSTIPATION - FECALOME,"Premier recours, urgences",['C1NnD4' 'C5NnD5' 'C6NiD1' 'C6NiD3'],
26,260,SN1-1,FS04,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,Pôle femme avant SN2,scoliose chez l'adolescent,Orthopédie,PEC-ttt,PEC-ttt,"Suivi d'un nourrisson, d'un enfant et d'un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles.",DÉPISTAGE ET PRÉVENTION,"Premier recours, urgences",['C3NnD1' 'C6NiD4' 'C6NiD3'],
26,261,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Pôle femme avant SN2,musculation et ado,Orthopédie,Prévention-Education,Autre,Aptitude au sport chez l'adulte et l'enfant ; besoins nutritionnels chez le sportif,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C3NnD1' 'C3NiD5' 'C6NiD4'],
27,262,SN1-1,FS01,Procédures médico-administratives,SN1 avant Urgences,non,Pôle femme avant SN2,Patiente malvoyante et permis de conduire,Santé publique (Administratif/Social),Administratif-Social,Autre,Altération chronique de la vision,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient",['C3NiD3' 'C3NiD5' 'C3NcD2'],
27,263,SN1-1,FS01,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,Pôle femme avant SN2,Recours au CBD en automédication,Neurologie,PEC-ttt,PEC-ttt,"Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses",DOULEUR NON CARACTÉRISTIQUE,"Approche globale, prise en compte de la complexité",,
27,264,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,Pôle femme avant SN2,Choix de contraception à visée effet anti-acnéique,Gynécologie,PEC-ttt,PEC-ttt,Contraception,CONTRACEPTION,"Premier recours, urgences",C1NnD7,
27,265,SN1-1,FS06,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,Une syphilis récente ou ancienne,Urologie,Diagnostic,Diagnostic,"Infections sexuellement transmissibles (IST) : gonococcies, chlamydioses, syphilis, papillomavirus humain (HPV), trichomonose",DÉPISTAGE ET PRÉVENTION,"Premier recours, urgences",['C1NnD3' 'C5NiD5'],
27,266,SN1-1,FS01,Pratique de gestes techniques utiles en soins primaires,SN1 avant Urgences,non,Pôle femme avant SN2,vaccin contre le zona,Infectiologie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",C3NnD4,
27,267,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,6. Patiente CNEP,Psychiatrie,PEC-ttt,PEC-ttt,Différents types de techniques psychothérapeutiques,PSYCHIQUE (TROUBLE),"Premier recours, urgences",['C1NiD5' 'C2NID1'],
